Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Taliaferro Sisters	Done	Mishkin, 467 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Taliaferro Sisters in Young Wisdom, Tulane. Nov. 23[?]; 3/4 portrait, seated.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160054	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/329	329	325.cpd		/LSU_ACT/image/325.cpd
Tim Murphy	Done	White, New York	ca. 1900	Actors--Photographs	Tim Murphy in "The New Code" at the Dauphine; Profile.	Image	Gelatin silver prints; 5.75" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160037	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/330	330	326.cpd		/LSU_ACT/image/326.cpd
Victor Morley	Done	Mishkin Studio, 467 5 Ave., New York, N.Y.	ca. 1900	Actors--Photographs	Victor Morley, The Quaker Girl, Tulane next Oct. 20; 3/4 portrait, seated	Image	Gelatin silver prints; 6.75' x 8.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160036	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/331	331	327.cpd		/LSU_ACT/image/327.cpd
Viola Allen	Done	Otto Sarony Co., 1177 Broadway, New York, N.Y.	ca. 1900	Actors--Photographs	Miss Viola Allen as Viola in Twelfth Night at the Tulane Theater.; 3/4 studio portrait in costume.	Image	Gelatin silver prints; 5.00" x 7.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160001	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/332	332	328.cpd		/LSU_ACT/image/328.cpd
William H. Crane	Done	Sarony, 256 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Wm H. Crane at the Tulane next week.; 1/4 portrait in costume.	Image	Gelatin silver prints; 4.25" x 6.50" (Cabinet studio card)	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160009	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/333	333	329.cpd		/LSU_ACT/image/329.cpd
William H. Crane	Done	Sarony, 256 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Wm H. Crane at the Tulane tonight in Father and the Boys.; 1/4 portrait.	Image	Gelatin silver prints; 9.50" x 13.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160010	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/334	334	330.cpd		/LSU_ACT/image/330.cpd
William Hodge	Done	Allen Drew Cook, Philadelphia	ca. 1900	Actors--Photographs	Wm. Hodge in "The Man from Home." Dauphine; 1/4 portrait.	Image	Gelatin silver prints; 7.00" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160020	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/335	335	331.cpd		/LSU_ACT/image/331.cpd
Front												Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf			E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.						2009-09-09	2009-09-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/374	374	370.jp2	Volume5/21160057r_Front.jpg	/LSU_ACT/image/370.jp2
Back												Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf			E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.						2009-09-09	2009-09-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/375	375	371.jp2	Volume5/21160057v_Back.jpg	/LSU_ACT/image/371.jp2
Blanche Walsh		Sarony;	ca. 1900	Actors--Photographs;	Orpheum. Blanche Walsh;  Full portrait in costume. On back: Apeda Studio, 102-104 West 38th St., N.Y.		Collodion print-out paper prints; 3.00" x 9.00"		Actors and Musicians Portrait Photographs;	Louisiana State University Libraries, Special Collections Division.	Actors and Musicians Photographs (Mss. 2116).;	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160057	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT			2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/376	376	372.cpd		/LSU_ACT/image/372.cpd
Front												Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf			E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.						2009-09-09	2009-09-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/377	377	373.jp2	Volume5/21160041r_Front.jpg	/LSU_ACT/image/373.jp2
Back												Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf			E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.						2009-09-09	2009-09-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/378	378	374.jp2	Volume5/21160041v_Back.jpg	/LSU_ACT/image/374.jp2
Anna Pavlova and Novikoff		White, New York;	ca. 1900	Ballet dancers--Portrait photographs;	Pavlova and Novikoff Tulane Tonight;  Full portraits, dancing, in costume.		Gelatin silver prints; 11.25" x 6.00"		Actors and Musicians Portrait Photographs;	Louisiana State University Libraries, Special Collections Division.;		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160041	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT			2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/379	379	375.cpd		/LSU_ACT/image/375.cpd
